@relation R_data_frame

@attribute dataset {1037_ada_prior,1043_ada_agnostic,1048_jEdit_4.2_4.3,1049_pc4,1050_pc3,1054_mc2,1056_mc1,1061_ar4,1063_kc2,1064_ar6,1065_kc3,1066_kc1-binary,1067_kc1,1068_pc1,1069_pc2,1071_mw1,1073_jEdit_4.0_4.2,1075_datatrieve,1100_PopularKids,1115_teachingAssistant,1121_badges2,1167_pc1_req,11_balance-scale,13_breast-cancer,1442_MegaWatt1,1443_PizzaCutter1,1444_PizzaCutter3,1446_CostaMadre1,1447_CastMetal1,1451_PieChart1,1452_PieChart2,1453_PieChart3,1455_acute-inflammations,1456_appendicitis,1459_artificial-characters,1460_banana,1462_banknote-authentication,1463_blogger,1464_blood-transfusion-service-center,1465_breast-tissue,1466_cardiotocography,1468_cnae-9,1473_fertility,1475_first-order-theorem-proving,1479_hill-valley,1480_ilpd,1484_lsvt,1487_ozone-level-8hr,1488_parkinsons,1489_phoneme,1490_planning-relax,1491_one-hundred-plants-margin,1492_one-hundred-plants-shape,1494_qsar-biodeg,1495_qualitative-bankruptcy,1496_ringnorm,1497_wall-robot-navigation,1498_sa-heart,14_mfeat-fourier,1504_steel-plates-fault,1506_thoracic-surgery,1507_twonorm,1508_user-knowledge,1510_wdbc,1511_wholesale-customers,1512_heart-long-beach,1519_robot-failures-lp4,1520_robot-failures-lp5,1523_vertebra-column,1527_volcanoes-a1,1528_volcanoes-a2,1529_volcanoes-a3,1530_volcanoes-a4,1531_volcanoes-b1,1533_volcanoes-b3,1535_volcanoes-b5,1536_volcanoes-b6,1539_volcanoes-d2,1540_volcanoes-d3,1547_autoUniv-au1-1000,1549_autoUniv-au6-750,1551_autoUniv-au6-400,1552_autoUniv-au7-1100,1553_autoUniv-au7-700,1554_autoUniv-au7-500,1555_autoUniv-au6-1000,1556_acute-inflammations,1558_bank-marketing,1559_breast-tissue,1566_hill-valley,1570_wilt,15_breast-w,1600_SPECTF,164_molecular-biology_promoters,16_mfeat-karhunen,182_satimage,185_baseball,187_wine,188_eucalyptus,18_mfeat-morphological,21_car,22_mfeat-zernike,23380_cjs,23_cmc,25_colic,28_optdigits,292_Australian,294_satellite_image,299_libras_move,29_credit-a,307_vowel,30_page-blocks,310_mammography,311_oil_spill,316_yeast_ml8,31_credit-g,329_hayes-roth,32_pendigits,333_monks-problems-1,334_monks-problems-2,335_monks-problems-3,336_SPECT,338_grub-damage,35_dermatology,36_segment,377_synthetic_control,37_diabetes,38_sick,3_kr-vs-kp,40474_thyroid-allbp,40475_thyroid-allhyper,40496_LED-display-domain-7digit,40499_texture,40_sonar,43_haberman,444_analcatdata_boxing2,446_prnn_crabs,448_analcatdata_boxing1,44_spambase,450_analcatdata_lawsuit,451_irish,452_analcatdata_broadwaymult,4534_PhishingWebsites,4550_MiceProtein,455_cars,458_analcatdata_authorship,461_analcatdata_creditscore,463_backache,464_prnn_synth,466_schizo,469_analcatdata_dmft,470_profb,475_analcatdata_germangss,481_biomed,48_tae,49_heart-c,50_tic-tac-toe,51_heart-h,53_heart-statlog,54_vehicle,55_hepatitis,56_vote,59_ionosphere,60_waveform-5000,61_iris,6332_cylinder-bands,679_rmftsa_sleepdata,685_visualizing_livestock,694_diggle_table_a2}
@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute Class {Defaults,Tuning}

@data
15_breast-w,-2.224622,0.865452,0.073193,-0.071992,3.871062,0.177894,-0.38959,-0.972628,0.080313,0.289036,0.125072,1.271437,2.765725,-0.119004,0.521257,-0.278997,0.627195,-0.127022,1.255516,1.013173,-0.654052,0.310474,0.468775,0.830384,0.586284,-0.809118,0.388336,0.989437,-0.618867,0.158566,-0.727451,0.548698,0.468559,-0.297674,-0.427889,0.770334,0.181631,-0.188434,0.319303,0.300331,Defaults
1600_SPECTF,-0.415409,-1.271526,1.344342,-1.261144,1.383147,-0.976197,0.178047,1.015507,-1.555256,-0.619814,1.51648,0.488203,0.479412,-1.200074,-0.966694,-0.898012,0.074116,0.689834,-0.224674,0.059222,-0.247458,-0.093987,0.15837,0.004236,0.377657,-0.437287,1.107336,0.380289,-0.468615,0.312765,0.11836,0.077233,-0.010719,-0.113999,0.674752,-0.150695,-0.579393,0.016271,-0.3191,0.043855,Tuning
164_molecular-biology_promoters,-0.408611,8.830193,2.684361,3.013942,0.516352,5.955138,-0.351982,4.535523,3.252841,-4.336614,-0.768086,-1.615971,-2.57086,-2.339252,7.701182,-4.756226,4.882959,1.155135,-2.116548,-0.903547,0.852104,0.473599,0.05197,-0.824507,1.83349,0.358539,1.048758,0.279992,0.527169,0.154395,-0.141205,-0.120201,-0.161029,-0.162648,-0.137616,0.048837,-0.000223,-0.03603,0.163698,-0.102021,Defaults
16_mfeat-karhunen,5.764106,1.168587,-4.200286,-0.445459,1.924016,-0.115105,0.570873,0.174524,-1.059169,-1.387045,0.331494,-0.002188,-0.012053,0.822247,-0.411605,-0.20014,-0.538358,-0.058767,-0.537604,0.273749,0.449406,-0.40721,0.391226,-0.606102,-0.47161,1.083433,0.45814,0.111811,0.27999,0.018613,-0.416183,-1.026627,-0.907729,-0.72337,-0.14612,-0.140341,-0.46249,0.460783,0.083923,-0.604502,Tuning
182_satimage,3.599046,-0.064426,-4.522333,0.391007,2.340076,0.224898,0.372243,-1.210124,-0.501305,-0.912389,0.378503,-0.552852,-1.884674,0.586491,0.440754,-0.355602,-0.670205,0.319174,-0.532645,0.506207,-0.28225,-0.637249,-0.946027,1.675225,0.214685,-0.478912,-0.909109,0.447909,-0.822852,-0.133661,-0.282459,0.675133,0.450302,-0.440449,0.108305,0.270756,0.33564,-0.22336,0.136039,0.159318,Tuning
185_baseball,-2.368003,-1.973476,-1.435928,-0.220233,2.015911,-0.814331,-2.29509,1.544129,-0.027911,-1.443757,0.369379,-0.414967,0.166468,-0.071057,0.269885,0.412463,-0.981558,0.295666,0.05989,-0.424641,-0.896071,0.286741,0.193966,-0.016043,0.332117,-0.276666,0.778264,0.232635,-0.136379,-0.346466,-0.559917,0.410096,-0.023326,0.137996,-0.070913,-0.234572,0.300082,0.854021,-0.015907,-0.098488,Tuning
187_wine,1.158709,2.649605,-0.317843,0.131969,2.286549,-1.424946,-0.162794,-1.241959,-0.416122,-1.018491,0.562345,1.023224,-0.645862,-0.108275,-0.40229,0.455373,-0.275777,-0.207753,-0.774493,-0.621281,0.76465,0.557857,0.771587,-1.428789,-0.93016,0.421685,0.865967,0.040847,-0.048661,-0.594097,-0.625621,0.316659,0.19402,0.35156,0.452984,-0.140936,0.638665,0.387231,0.096764,-0.033523,Defaults
188_eucalyptus,5.058927,-0.442283,-0.014878,-0.172154,-1.06384,0.764446,-0.884901,-0.690334,-0.261373,-0.821598,0.213466,-1.31798,-0.531678,0.197071,0.227622,0.568284,-0.004857,0.41735,0.459322,-0.306517,-0.759487,0.166523,0.026481,0.210092,0.092075,0.122982,0.034335,-0.300367,-0.034624,0.142931,-0.364419,0.50591,-0.029958,0.477825,-0.761149,-0.668958,0.227693,-0.1656,-0.290467,-0.445973,Tuning
18_mfeat-morphological,6.056293,0.759538,-3.703281,0.228904,-0.368635,-0.761416,-1.438123,-1.659181,0.583632,-0.768411,-1.251389,0.324793,0.078686,0.666535,0.798489,-0.070896,0.012498,-0.328629,-1.607013,0.822925,0.173516,-0.50336,0.149494,0.627805,-0.773618,-0.428248,0.687595,-0.675123,0.185429,0.528593,-0.640856,1.475339,0.002296,0.020098,0.223132,0.585026,0.634069,-1.418339,-0.696401,0.249414,Tuning
21_car,1.900922,-4.440298,0.672798,1.955096,1.44567,2.137135,-0.734854,2.69604,0.439023,-0.82192,-2.00899,-1.523649,-0.994926,0.538127,-1.42054,0.910817,-0.078825,0.391353,0.202295,-2.091127,-0.396621,-0.988349,-0.433416,0.726213,0.82144,-1.119244,-0.783277,0.375527,0.973494,-0.52523,-1.047558,-0.627776,-0.083367,0.146147,-0.18411,0.935388,0.990928,-0.226871,0.461867,0.360538,Tuning
22_mfeat-zernike,6.313802,0.39778,-3.718404,-0.421649,0.944719,-0.159115,0.462739,0.161104,-1.127699,-0.912723,0.106995,-0.62007,-0.230964,1.16517,-0.354063,-0.265262,-0.135185,0.762182,-0.368883,0.517428,0.027498,-0.60424,-0.208124,0.302405,-0.155892,0.452012,0.462501,0.182667,0.783602,-0.330697,0.293439,-0.783647,-0.305846,-0.035812,-0.184561,0.157934,-0.268125,-0.075414,0.542997,-0.61323,Defaults
23380_cjs,-0.459376,0.161037,0.536517,-0.385066,0.758334,-1.002446,-0.154079,-0.08938,-0.795351,0.290867,0.446724,-0.587382,0.252599,0.484187,0.069345,-0.127012,-0.21613,0.5905,-0.414902,-0.285877,0.039814,-0.007341,0.049852,0.464771,-0.103156,0.388667,0.39836,0.074002,0.202173,-0.3644,-0.064475,-0.656163,-0.315634,-0.124745,0.604784,-0.205361,0.025893,-0.379649,0.204223,-0.252251,Tuning
23_cmc,2.516895,-0.130249,2.528609,1.413202,-2.733377,0.059623,1.346407,-0.040546,-0.774006,0.235315,-0.732754,-0.994009,-0.275828,0.923247,0.811379,1.174336,-0.05339,-0.761679,0.243197,-0.568538,-0.287393,-0.777294,-0.003982,0.541352,-0.199789,-0.279068,0.284762,0.682879,0.492556,-0.320268,0.142686,-0.454833,0.231473,0.063025,0.02162,0.146519,-0.023367,0.167129,-0.050409,-0.016114,Tuning
25_colic,-1.706771,7.312522,2.565646,1.573924,-2.661153,7.975889,-4.666758,-0.617941,0.8096,-1.377604,4.824541,-0.584177,0.874883,1.267727,-1.348651,0.66758,-0.799612,0.05084,0.388617,0.862501,-0.009023,-0.03565,0.120257,0.693005,0.049297,0.204968,-0.177732,-0.264535,0.174708,0.210581,0.572231,0.130048,-0.256843,-0.370481,0.104606,0.179309,0.034131,-0.145458,0.213896,-0.11756,Tuning
28_optdigits,6.038955,-0.658083,-4.925251,-1.662643,1.796522,1.478926,0.449827,-0.797357,-1.533149,-1.86724,-0.181713,0.441327,-0.230163,0.535372,-0.313266,-0.192872,-0.453184,0.255034,-0.501535,0.395728,0.222478,-0.68749,0.389735,-0.653587,-0.107216,1.20853,-0.447995,0.354388,0.852463,0.25811,0.271778,-0.767496,-0.25261,-0.366152,-0.42009,-0.183264,-0.480014,-0.045346,-0.066441,-0.082241,Tuning
292_Australian,-1.340215,2.337411,1.218482,-0.63308,1.204112,-0.384526,1.464417,-1.236044,-0.652266,1.160381,0.335205,-0.304389,2.091221,-0.048134,-0.239261,-1.209368,0.116815,0.377361,0.665844,-0.118207,0.701991,0.386166,0.384773,0.756904,0.457869,0.133893,0.15211,-0.954076,0.779114,0.077956,0.347631,0.018356,-0.049161,-0.103917,-0.237624,0.379868,-0.340739,-0.386082,0.090658,-0.427995,Tuning
294_satellite_image,3.582238,-0.064481,-4.496844,0.380447,2.33428,0.212802,0.351399,-1.203337,-0.489119,-0.91505,0.384202,-0.567184,-1.871135,0.595127,0.460858,-0.345971,-0.67627,0.326557,-0.507133,0.477574,-0.294183,-0.642682,-0.95253,1.646654,0.200005,-0.484889,-0.906765,0.422156,-0.82167,-0.151718,-0.309105,0.696185,0.45309,-0.420187,0.118123,0.244331,0.324711,-0.228218,0.135668,0.174816,Tuning
299_libras_move,8.650938,-1.077724,-3.647484,-1.203711,1.327773,-0.141873,-1.043943,1.320884,-0.840668,-2.394658,0.338405,1.314993,-1.298801,-0.60706,-0.370015,0.779691,0.320395,2.118949,0.709727,1.049146,-0.313279,0.09326,-0.393808,-0.916418,-0.572655,-1.012542,1.083674,-0.670124,0.476476,-0.496126,0.410055,-0.399201,0.489117,-0.650681,0.441277,-0.374151,-0.510307,-0.188395,-0.352747,0.426224,Tuning
29_credit-a,-0.949032,3.197962,1.764572,-0.364486,0.542914,1.584598,0.89122,-0.898208,-0.256241,0.535515,-1.233026,-0.547203,1.259885,0.318704,0.300206,-0.000738,-0.525766,0.351597,0.81189,-0.318869,0.471168,0.083579,-0.054175,0.292541,0.061405,0.397275,0.09927,-0.459472,0.31027,0.382895,0.468434,-0.162903,0.031854,-0.326846,-0.065887,0.532863,-0.177513,-0.710314,-0.099488,-0.590367,Defaults
307_vowel,7.853295,-2.920283,-2.659018,0.263888,2.364795,1.361887,-1.28899,-0.134576,-0.027383,-1.882904,-0.343693,0.119175,-1.247163,1.363706,-0.217509,0.737215,0.934222,0.142795,0.573155,0.286605,-0.181332,0.173303,-0.064078,0.287289,0.382087,0.041023,-0.873092,-1.037991,0.86835,0.211055,-0.260103,-0.993427,-0.304144,0.262623,-0.032394,-0.884218,-1.049031,0.352772,-0.30971,0.078062,Tuning
30_page-blocks,-3.535118,-2.69406,-4.016706,-0.830961,0.536045,0.521094,-1.430961,-0.516818,0.203044,-1.17851,-0.554043,-0.721871,-0.714378,-1.103131,0.27706,0.622325,-0.378117,-1.113504,-0.029542,-0.643951,0.145182,1.040132,1.225797,0.070694,0.053871,-0.245991,-0.703699,-0.650703,0.393448,-0.649821,-0.070082,0.544706,0.049021,-0.576312,-0.637764,-0.033585,0.100003,0.902333,-0.560039,-0.872124,Tuning
310_mammography,-7.100893,-6.395153,-5.409367,1.270557,0.145864,3.050858,1.651734,-1.78702,0.134086,0.268643,0.553627,-0.437765,-1.13734,-3.273295,0.681677,1.079007,-0.261666,-0.441606,0.996138,0.904206,1.136526,-0.308369,1.517096,0.096402,0.422892,-0.304911,-0.849198,0.510662,-0.433577,0.336348,1.616394,0.038238,-1.655603,0.420297,0.223425,0.000882,0.893383,-0.786144,-0.302417,-0.773438,Tuning
311_oil_spill,-4.56841,-0.897194,-0.535861,-1.989434,0.14379,-1.366925,-1.625025,1.501332,-0.404165,-1.367309,0.548679,0.64094,0.49241,0.102016,0.973445,0.02195,-1.633938,-0.540007,0.406349,-0.635312,-0.011417,0.381343,0.058903,0.338984,-0.305924,0.722061,0.650021,-0.40497,-0.354958,1.116005,-0.172469,-0.170207,0.450305,-0.302987,0.279505,-0.54193,0.751362,0.036247,0.322924,-0.527707,Tuning
316_yeast_ml8,-5.861118,-1.788342,-1.192565,-0.670214,0.774936,0.056706,0.497475,5.760123,-1.157272,-0.185306,1.681171,1.112075,-1.012415,1.462393,0.182467,-3.960711,-2.339389,-2.846689,0.894819,0.745391,1.669338,1.573603,-2.320364,0.787519,-2.938932,0.487203,1.735423,-0.075448,-0.852118,1.286397,0.427954,-1.628832,0.727088,1.070317,-1.799918,-0.230767,0.859918,-0.650423,-0.495892,0.451095,Tuning
31_credit-g,-0.106273,-1.12929,2.682128,-0.714565,-0.36959,1.508883,0.305925,0.743276,-0.816919,1.408592,-0.399764,-1.663174,-0.826164,0.886987,1.013756,0.532684,-0.606085,0.301078,0.136386,-0.530722,0.508051,-0.265701,0.092123,-0.896613,-1.117673,0.224416,-0.203013,1.19365,-0.262184,-0.313026,-0.189671,0.127741,-0.002732,0.079259,0.156422,-0.412179,0.151612,-0.232237,0.292895,0.002349,Tuning
329_hayes-roth,3.00415,-2.121801,2.017115,0.403561,1.168841,-0.884281,0.23196,-0.859323,0.450392,1.708736,0.458845,-1.036583,-0.833688,-0.28364,-2.0986,-0.345559,2.663259,-0.039964,0.048228,-0.120761,0.537935,0.917994,0.401032,-0.432063,-0.219644,-0.220891,-0.435565,-0.943309,-0.571905,0.145628,0.094999,-0.569635,-0.532327,0.179687,0.370905,-0.483423,0.252266,-0.877483,1.422432,0.718939,Tuning
32_pendigits,5.704453,-1.314677,-6.160994,1.14209,1.984046,1.38118,0.7368,-1.459184,-1.22971,-1.656771,0.207477,0.649749,-0.705224,-0.224704,0.813249,0.698823,-0.949256,0.539529,-0.958495,1.504652,0.6207,-1.104268,0.270577,-0.47578,-0.416037,0.876716,0.2773,0.172131,0.109725,0.960635,-0.692712,0.368759,-1.129586,0.109441,-0.322938,0.045228,0.335446,0.02371,-0.709809,0.192208,Tuning
333_monks-problems-1,1.520708,-0.042744,3.476545,1.626099,2.009262,2.141273,1.934925,0.027723,-0.21493,1.821922,-1.503124,-1.028615,-0.469454,0.779185,-1.039934,0.375523,0.115409,0.014997,0.42412,-1.216521,0.721703,-0.328711,-0.781838,-0.386457,0.427663,-0.39586,0.111636,-0.055156,0.994303,0.940317,-0.060903,-0.668233,-0.127497,-0.015314,0.532332,0.188145,-0.31512,0.476263,-0.640419,0.290241,Defaults
334_monks-problems-2,4.144336,-10.948047,5.943954,1.642111,1.068187,4.111671,0.219487,4.363009,-0.256817,-0.56742,0.209073,6.322917,-1.786309,1.68133,0.863233,-0.479624,-0.439899,-2.047153,1.601236,0.09964,1.273776,-0.34642,-0.758458,-1.622706,-0.322252,-0.976599,-1.448116,-1.090149,1.085186,-0.335869,-0.312092,0.435822,0.071636,-0.349905,0.916322,0.804539,0.00064,-0.564449,0.372031,-0.134128,Tuning
335_monks-problems-3,-0.03803,2.447547,3.127393,2.681833,2.4578,1.901685,1.784391,0.097538,-0.850199,0.024972,-1.342693,1.072825,1.037467,-0.424155,-0.787093,0.798526,-0.656441,0.02402,0.767472,-1.06312,0.706381,0.150915,-0.403964,0.241688,0.798489,0.03595,0.55612,-0.381352,0.382084,0.569767,-0.429487,-0.116435,-0.242233,-0.211739,-0.09448,0.135692,-0.290669,0.665648,-0.417507,0.172557,Defaults
336_SPECT,-1.904625,0.804369,3.097758,0.716695,0.065379,0.9635,0.765417,2.847572,-1.066294,1.128613,-1.692358,-2.420881,-0.533992,-0.266297,-1.122454,0.421432,0.029372,-0.344451,-0.740426,0.013142,0.296015,-0.827489,0.162179,0.194574,-0.101318,-1.312465,0.784998,0.622566,-0.326557,1.025813,-0.34808,0.039766,0.032331,-0.349668,0.556401,-0.258352,-0.370951,0.461888,-0.071242,0.464088,Tuning
338_grub-damage,4.772292,-0.083353,2.245264,1.922003,-1.917444,0.02195,-0.483759,0.331598,-0.368039,-1.531941,-0.691715,-0.2862,-1.323351,-1.051051,-1.024512,1.200678,0.503764,0.107108,0.639975,0.324657,-0.699881,0.246365,-0.593106,0.163764,0.456812,-0.984118,0.954161,-0.448608,-0.858918,0.011016,0.199284,0.311147,-0.137748,-0.144435,-0.885602,0.343035,-0.008599,-0.115734,0.043755,-0.099487,Tuning
35_dermatology,2.955667,5.02749,-1.457068,-1.032792,1.639714,3.061258,1.636766,2.494945,2.113254,-1.296527,-3.022957,-2.543909,-0.531196,0.817552,-0.063538,1.276515,-0.234449,-0.951504,0.184048,0.08097,1.542738,-0.171964,1.591122,-0.537461,-1.709559,-0.508697,0.085541,-1.797511,-2.599954,-1.320451,-0.319869,0.090911,1.282127,2.658858,1.049757,1.042046,-0.43365,0.781008,-0.195299,-0.822906,Tuning
36_segment,4.665945,1.669386,-3.958307,-0.894671,1.917204,-0.060156,0.094346,-1.443916,-0.243657,0.187851,-0.836787,-1.039713,-0.932911,1.654629,-0.172035,-0.08839,0.393634,-0.53382,-0.908446,0.823499,0.736138,0.323934,0.313329,0.426704,-0.626981,0.248679,0.117766,-0.108411,0.671873,0.332805,-0.122469,0.200975,-0.037189,0.080875,0.173982,0.099477,-0.14589,-0.083705,-0.023739,-0.304094,Tuning
377_synthetic_control,4.285987,2.605807,-3.395572,0.010048,2.443614,-0.796922,0.368522,-0.478725,-0.546982,-0.542892,0.051383,-0.018502,-0.873176,1.208991,-0.700232,-0.183851,-0.062198,0.038532,-1.059283,0.52387,0.821296,0.338059,-0.049132,0.329135,-0.92154,0.406552,1.008167,0.569229,0.627748,-0.121291,-0.127663,0.01472,0.024825,-0.902472,0.581757,0.163265,0.107033,-0.144749,0.283997,0.058689,Defaults
37_diabetes,1.093292,-3.444266,2.352125,-0.490375,1.323333,0.212568,0.067605,-0.864791,-0.537019,1.333425,0.917078,-0.06786,0.038991,-0.049741,-0.017243,-0.025755,0.674879,0.906641,-0.394685,-0.560168,0.326236,0.154629,0.579584,-0.222188,-0.038041,0.846118,0.225446,0.336584,-0.152693,-0.061637,-0.161256,0.141816,-0.205842,0.557574,-0.095737,0.067511,0.350903,0.103245,-0.009357,0.011954,Defaults
38_sick,-5.028146,-1.428304,-0.303723,-0.746735,0.519972,2.669658,-0.316229,2.682126,-1.56944,-0.618709,-1.632575,-0.63088,0.455528,-0.484586,-0.319098,0.266031,-0.434383,-0.791194,-0.43967,0.096404,0.286436,-0.228392,1.24426,0.555824,-0.141141,-0.247001,-0.089252,0.915516,-0.023745,0.071046,1.234549,-0.163455,0.225793,-0.066604,0.085627,-0.040978,-0.779768,-0.363315,0.727132,0.197454,Tuning
3_kr-vs-kp,0.373056,2.597869,2.066532,0.276361,1.297603,4.45994,2.82929,2.546933,-1.349384,2.361593,-2.971033,-1.970839,1.111144,0.191929,0.166845,-0.926692,-0.258886,0.199557,-2.261105,2.029573,-2.150901,1.057457,0.272628,-0.080626,-1.168631,0.539971,-2.021778,-0.675398,-0.241223,-0.047038,-0.482341,-0.098951,0.009472,-0.233085,-0.509436,-0.411644,-0.39946,-0.034559,0.032214,1.015907,Tuning
40474_thyroid-allbp,0.019765,1.083039,0.174015,0.072176,-2.846359,0.883531,0.72798,1.368041,-1.40458,-2.108432,-1.585694,-0.843741,0.984623,-0.402555,-0.148911,0.397112,-0.488382,-1.829147,-0.787002,-0.552956,-1.010361,-0.585643,1.652342,0.417809,0.10712,-0.878132,-0.250599,-0.541659,0.349003,0.323964,-0.188095,0.194927,0.679901,-0.076971,-0.773593,0.159097,-0.115879,-0.068207,0.021452,0.020563,Tuning
40475_thyroid-allhyper,0.019765,1.083039,0.174015,0.072176,-2.846359,0.883531,0.72798,1.368041,-1.40458,-2.108432,-1.585694,-0.843741,0.984623,-0.402555,-0.148911,0.397112,-0.488382,-1.829147,-0.787002,-0.552956,-1.010361,-0.585643,1.652342,0.417809,0.10712,-0.878132,-0.250599,-0.541659,0.349003,0.323964,-0.188095,0.194927,0.679901,-0.076971,-0.773593,0.159097,-0.115879,-0.068207,0.021452,0.020563,Tuning
40496_LED-display-domain-7digit,6.655843,-1.486914,-1.496786,1.365151,-4.278113,-1.561207,-0.260095,-0.461854,-0.056413,-3.017758,-0.641474,1.002467,6.624954,-0.933139,0.181295,2.019196,0.789467,1.268886,-2.57087,1.410045,4.737469,3.341871,-1.680791,-0.831194,0.552013,-0.896947,-2.036367,1.841319,-0.6712,0.709589,-0.028914,-0.523576,0.759705,0.332792,-0.110571,-0.191391,0.038324,0.050491,-0.04996,0.009634,Tuning
40499_texture,6.170528,0.851925,-5.729251,-0.560225,2.287888,0.198697,-0.240782,-0.861207,-0.698251,-0.076284,-0.475551,-0.731409,-1.766319,1.560251,0.721784,0.312317,-0.664181,0.809582,-0.879535,1.824734,0.658606,-0.721187,-0.525294,0.548125,-0.524619,-0.22607,0.466329,0.290508,0.126961,0.365208,-0.000513,0.720871,-0.357301,0.180829,0.248737,0.104749,-0.154419,-0.263505,0.186399,0.15582,Tuning
40_sonar,0.251995,1.329525,1.824107,-0.83738,1.987223,-0.468011,1.572377,-0.198489,-0.829238,-0.816045,1.683073,2.120389,1.138174,-1.388421,-0.139538,-0.7076,-0.165904,1.038105,0.496617,-0.05263,-0.523508,-0.013512,-0.280824,0.030462,0.085356,-0.396047,0.201223,-0.742013,-0.269826,0.250957,-0.155288,-0.541086,0.410835,-0.335384,0.241927,0.07633,-0.381749,0.101788,0.325699,0.005624,Tuning
43_haberman,0.304652,-3.808973,2.920987,1.414594,0.342107,0.329969,-1.611275,-0.198726,1.757725,1.436328,-0.10121,0.657079,0.64124,0.413895,-0.248761,0.517253,1.629348,-1.058888,0.184122,-0.128621,-0.511451,-0.327262,0.464604,0.131845,0.015714,-0.030677,0.381249,0.651204,-0.742568,0.268418,0.135304,-0.36119,-0.64271,-0.118107,-0.501186,0.350369,0.097094,-0.298083,-0.250752,0.075569,Tuning
444_analcatdata_boxing2,0.930367,2.194249,4.488574,2.474862,-0.215091,0.599749,-0.127768,-1.72103,0.780143,1.562376,-1.348528,-0.318269,-2.619894,-0.097085,-0.728936,1.711413,-0.604679,0.32554,0.345258,-0.967191,0.676326,0.135563,-1.591184,-0.739313,0.744357,0.133219,0.889488,0.590817,-0.270663,0.209505,0.147701,0.663348,-0.227682,0.403137,-1.524171,0.312892,0.151869,0.028483,0.479958,-0.183881,Defaults
446_prnn_crabs,0.964379,0.602079,2.523014,0.147242,2.708118,-0.42009,0.095102,-2.224937,0.270636,0.861003,0.449671,1.07394,-1.207313,-0.117461,0.899151,0.873168,-0.157089,0.748017,0.359087,0.292494,-0.14531,0.798889,-0.476317,-0.702802,0.382384,-0.345764,-0.130192,-1.195992,-0.791475,1.046775,-0.274877,-0.405937,-0.039412,0.289313,0.035261,-1.035141,0.135868,1.035009,0.637024,-0.383618,Tuning
448_analcatdata_boxing1,-0.283587,2.483375,3.177808,2.33579,0.197047,0.162785,-0.959109,-0.688649,0.708807,0.728555,-1.520562,-0.263207,-2.515967,0.144778,-0.420151,1.953438,-0.816064,0.247428,0.136494,-0.699215,0.598141,-0.22138,-1.45458,-0.302882,0.484047,0.131613,0.742554,0.728232,-0.283885,0.218402,-0.357723,0.229881,-0.212411,-0.31781,-0.787566,0.159173,0.349757,-0.057266,0.187523,-0.539532,Tuning
44_spambase,-3.073389,0.853309,-1.026729,-5.601018,-1.897733,3.655639,0.623275,-5.144211,-0.992781,-0.725372,-2.495399,2.066597,2.376364,-0.721394,-0.199344,-0.809825,1.249822,-0.877212,0.05839,-0.514861,-0.626079,-0.209121,-0.696573,-0.96181,-0.1326,0.934142,0.134889,-0.055142,0.773454,0.097183,-0.641208,-0.178168,0.52644,-0.074437,0.003782,0.402689,0.133765,-0.67331,0.161023,0.206702,Tuning
450_analcatdata_lawsuit,-5.120063,1.590876,-0.402597,1.293778,2.496129,-2.387619,-1.968103,1.991099,1.033145,0.014673,-0.509209,-0.051592,1.17292,0.826298,-0.477884,0.028612,0.952424,-2.260339,0.911558,1.611044,-2.084657,-0.403154,0.022676,-0.53641,0.463927,-0.02356,0.733054,2.640487,-0.033402,-0.236481,0.434921,-0.067979,-0.545041,0.418001,0.059345,-0.143212,-0.161288,0.672776,-0.053286,0.526207,Tuning
451_irish,-1.666277,4.968424,1.718471,2.456728,2.240623,0.471715,0.940184,-1.231645,-0.216509,0.086956,-0.608233,1.405891,0.489165,0.676143,-0.435209,0.538907,-0.891952,0.293325,0.478074,-0.945919,0.49918,0.395421,-0.518723,0.27215,0.685931,0.421293,0.379933,-0.441697,0.788001,-0.094388,0.305446,0.374491,0.182408,0.192207,-0.19984,-0.487031,-0.226447,-0.026815,0.183835,0.10659,Defaults
