@relation R_data_frame

@attribute dataset {1037_ada_prior,1043_ada_agnostic,1048_jEdit_4.2_4.3,1049_pc4,1050_pc3,1054_mc2,1056_mc1,1061_ar4,1063_kc2,1064_ar6,1065_kc3,1066_kc1-binary,1067_kc1,1068_pc1,1069_pc2,1071_mw1,1073_jEdit_4.0_4.2,1075_datatrieve,1100_PopularKids,1115_teachingAssistant,1121_badges2,1167_pc1_req,11_balance-scale,13_breast-cancer,1442_MegaWatt1,1443_PizzaCutter1,1444_PizzaCutter3,1446_CostaMadre1,1447_CastMetal1,1451_PieChart1,1452_PieChart2,1453_PieChart3,1455_acute-inflammations,1456_appendicitis,1459_artificial-characters,1460_banana,1462_banknote-authentication,1463_blogger,1464_blood-transfusion-service-center,1465_breast-tissue,1466_cardiotocography,1468_cnae-9,1473_fertility,1475_first-order-theorem-proving,1479_hill-valley,1480_ilpd,1484_lsvt,1487_ozone-level-8hr,1488_parkinsons,1489_phoneme,1490_planning-relax,1491_one-hundred-plants-margin,1492_one-hundred-plants-shape,1494_qsar-biodeg,1495_qualitative-bankruptcy,1496_ringnorm,1497_wall-robot-navigation,1498_sa-heart,14_mfeat-fourier,1504_steel-plates-fault,1506_thoracic-surgery,1507_twonorm,1508_user-knowledge,1510_wdbc,1511_wholesale-customers,1512_heart-long-beach,1519_robot-failures-lp4,1520_robot-failures-lp5,1523_vertebra-column,1527_volcanoes-a1,1528_volcanoes-a2,1529_volcanoes-a3,1530_volcanoes-a4,1531_volcanoes-b1,1533_volcanoes-b3,1535_volcanoes-b5,1536_volcanoes-b6,1539_volcanoes-d2,1540_volcanoes-d3,1547_autoUniv-au1-1000,1549_autoUniv-au6-750,1551_autoUniv-au6-400,1552_autoUniv-au7-1100,1553_autoUniv-au7-700,1554_autoUniv-au7-500,1555_autoUniv-au6-1000,1556_acute-inflammations,1558_bank-marketing,1559_breast-tissue,1566_hill-valley,1570_wilt,15_breast-w,1600_SPECTF,164_molecular-biology_promoters,16_mfeat-karhunen,182_satimage,185_baseball,187_wine,188_eucalyptus,18_mfeat-morphological,21_car,22_mfeat-zernike,23380_cjs,23_cmc,25_colic,28_optdigits,292_Australian,294_satellite_image,299_libras_move,29_credit-a,307_vowel,30_page-blocks,310_mammography,311_oil_spill,316_yeast_ml8,31_credit-g,329_hayes-roth,32_pendigits,333_monks-problems-1,334_monks-problems-2,335_monks-problems-3,336_SPECT,338_grub-damage,35_dermatology,36_segment,377_synthetic_control,37_diabetes,38_sick,3_kr-vs-kp,40474_thyroid-allbp,40475_thyroid-allhyper,40496_LED-display-domain-7digit,40499_texture,40_sonar,43_haberman,444_analcatdata_boxing2,446_prnn_crabs,448_analcatdata_boxing1,44_spambase,450_analcatdata_lawsuit,451_irish,452_analcatdata_broadwaymult,4534_PhishingWebsites,4550_MiceProtein,455_cars,458_analcatdata_authorship,461_analcatdata_creditscore,463_backache,464_prnn_synth,466_schizo,469_analcatdata_dmft,470_profb,475_analcatdata_germangss,481_biomed,48_tae,49_heart-c,50_tic-tac-toe,51_heart-h,53_heart-statlog,54_vehicle,55_hepatitis,56_vote,59_ionosphere,60_waveform-5000,61_iris,6332_cylinder-bands,679_rmftsa_sleepdata,685_visualizing_livestock,694_diggle_table_a2}
@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute PC41 numeric
@attribute PC42 numeric
@attribute PC43 numeric
@attribute PC44 numeric
@attribute PC45 numeric
@attribute PC46 numeric
@attribute PC47 numeric
@attribute PC48 numeric
@attribute PC49 numeric
@attribute PC50 numeric
@attribute PC51 numeric
@attribute PC52 numeric
@attribute PC53 numeric
@attribute PC54 numeric
@attribute PC55 numeric
@attribute PC56 numeric
@attribute PC57 numeric
@attribute PC58 numeric
@attribute PC59 numeric
@attribute PC60 numeric
@attribute PC61 numeric
@attribute PC62 numeric
@attribute PC63 numeric
@attribute PC64 numeric
@attribute PC65 numeric
@attribute PC66 numeric
@attribute PC67 numeric
@attribute PC68 numeric
@attribute PC69 numeric
@attribute PC70 numeric
@attribute PC71 numeric
@attribute PC72 numeric
@attribute PC73 numeric
@attribute PC74 numeric
@attribute PC75 numeric
@attribute PC76 numeric
@attribute PC77 numeric
@attribute PC78 numeric
@attribute PC79 numeric
@attribute PC80 numeric
@attribute Class {Defaults,Tuning}

@data
1506_thoracic-surgery,-5.659918,3.721236,1.35819,1.501706,-4.047371,-0.930956,0.749037,2.70843,-1.010537,-0.428321,-1.689662,2.367367,-0.68101,5.000466,-0.859143,-0.74632,0.883185,1.793354,0.656648,-0.458358,0.487794,-0.842604,2.52124,0.231941,-0.172199,-0.574607,-0.926175,0.944768,-0.151562,0.484994,-0.003861,0.22032,-0.476719,-0.420723,-0.074002,-0.157454,0.223002,-0.37957,-0.397315,-0.22947,-0.198048,0.26189,-0.050988,0.103955,0.179095,-0.028912,-0.131459,0.142701,-0.131288,0.064181,-0.025396,0.300265,-0.080827,0.056048,0.070149,0.176352,-0.118814,0.079971,0.17316,0.077649,-0.140533,0.11144,-0.097047,-0.092064,-0.061433,-0.051196,0.034577,0.04088,0.002737,0.007004,-0.042454,0.041953,0.017019,0.016071,0.00641,0.029423,0.001849,-0,-0,0,Tuning
1507_twonorm,-1.28011,-0.989538,-1.150704,1.706431,3.276748,2.05997,3.461746,-1.605945,-1.653277,-0.133581,2.207487,1.359787,1.424025,-1.993778,0.458213,-0.972483,-0.418173,1.140388,0.912835,0.457998,0.817965,-1.850956,-0.044506,1.221849,0.143652,-0.540996,0.010166,0.190279,-0.802528,-0.598859,-0.903957,-0.319673,0.114333,-0.649336,-0.066581,-0.317335,0.425027,0.333474,0.292918,-0.177655,-0.421035,-0.368175,-0.020452,-0.364524,0.334826,0.239102,-0.566658,-0.032591,0.183947,0.226067,-0.347751,-0.152888,0.02848,-0.172213,0.180936,0.284015,0.009941,-0.29105,0.153796,0.111015,-0.25664,-0.092263,-0.02236,-0.154964,0.131172,0.046239,0.081591,-0.154029,0.080843,0.007393,0.025911,-0.019119,0.058706,-0.000104,0.005688,0.005992,-0.002322,-0,-0,-0,Tuning
1508_user-knowledge,3.370575,-0.875797,-0.263175,1.709067,1.976897,-0.481293,-0.342158,-0.793869,-0.037024,-0.749768,0.367997,0.826839,0.115905,0.006195,-1.008561,0.370506,1.337553,-0.753905,0.57172,-0.750789,0.862121,0.987613,0.654488,1.230796,0.38866,0.833821,0.736603,-1.000959,0.474172,-0.064019,-0.337329,0.127403,-0.465162,0.574404,-0.093878,-0.9808,-0.070199,-0.014088,0.897414,0.426666,0.150144,-0.014549,-0.29471,0.039488,-0.17097,-0.035269,-0.422305,0.48885,-0.284096,-0.192523,0.044915,0.280761,-0.185376,0.157559,-0.015581,0.190672,-0.189267,0.015949,0.226547,0.125291,0.080897,-0.054671,-0.108929,-0.00026,-0.085506,0.123231,-0.050621,0.038097,0.004544,0.022217,-0.011233,-0.074146,-0.02448,-0.049148,-0.018171,-0.024096,-0.00011,-0,0,0,Tuning
1510_wdbc,-1.818507,3.738947,-0.075829,-0.579622,2.816724,-0.623724,0.528995,-1.399486,0.489158,0.118913,0.078857,0.138936,0.832626,0.130988,0.436322,-0.840094,-1.045325,0.76465,0.697365,-0.692304,0.618306,0.485872,-0.265061,0.48251,0.017127,0.263999,-0.314313,-0.752161,-0.332992,-0.633228,-0.005762,0.196631,0.442075,-0.268799,-0.033958,0.365049,0.278764,0.035613,0.037238,0.138375,-0.432268,0.310799,0.102274,0.569737,0.020952,-0.158744,-0.170098,0.085894,-0.028285,-0.159237,-0.094143,0.22168,0.286097,0.007649,-0.12969,0.008332,0.02676,0.209015,-0.124183,0.039142,0.021661,0.038842,0.097622,-0.073792,-0.053307,-0.061859,0.048013,0.021797,0.040769,-0.00002,0.042691,0.068832,-0.019056,-0.038806,0.00888,-0.000048,-0.000904,-0,-0,-0,Defaults
1511_wholesale-customers,-2.019345,1.800468,1.249462,-0.940482,1.275946,-0.535709,-0.145378,-1.470073,-0.586048,1.096128,-0.324675,0.030307,0.024586,0.081268,-0.858467,-0.59999,0.093696,-0.711842,-0.785594,-0.647264,0.641076,1.192803,0.848863,-0.005238,0.334855,0.52027,-0.138605,0.421921,0.715338,-0.005759,0.93341,0.121108,-0.05066,0.177325,-0.27341,0.136063,-0.277994,0.016395,0.01442,-0.011871,-0.214057,-0.163894,-0.053086,0.060854,0.015447,0.057327,-0.490617,0.024317,-0.009128,-0.008375,0.023792,-0.232873,0.037503,0.074606,0.068737,-0.041246,-0.184644,0.09972,-0.143711,0.012825,-0.030112,0.047556,-0.017208,-0.127858,-0.041843,0.013543,0.026104,0.012562,0.012747,0.027159,-0.077963,-0.053497,0.037079,-0.018523,-0.002336,0.026994,0.002766,-0,-0,-0,Tuning
1512_heart-long-beach,4.977674,-1.1327,1.026459,-0.451638,-3.143602,-2.332632,0.632516,-0.142256,-0.771238,-1.332087,0.671431,-0.798256,0.390522,-0.675985,-0.198908,-0.31459,0.64695,-0.130918,0.881965,-0.000018,-1.32028,-0.137987,0.622818,-0.27529,0.133458,-0.475198,0.419965,-1.325514,0.305756,0.809533,0.764791,0.077495,0.594237,0.220912,0.296725,-0.169495,0.63549,-0.025867,0.295236,0.050666,-0.227461,0.288431,0.314932,0.421631,0.118459,0.090558,-0.072128,-0.081449,0.146212,-0.015395,-0.014481,-0.022778,-0.214439,-0.034759,-0.066558,0.034774,0.323294,-0.020038,0.179091,0.013255,0.106976,-0.034768,0.084497,-0.161035,-0.087413,0.05703,0.009244,-0.077406,0.00189,0.062655,-0.020031,0.004618,0.088905,-0.013228,-0.018776,0.009338,-0.004333,0,-0,-0,Defaults
1519_robot-failures-lp4,-0.071087,2.14235,-0.283082,-2.300662,1.507928,-2.06792,0.072611,0.90732,0.831413,-0.762447,1.040031,0.505167,-1.01296,-1.75245,-1.989894,-0.104664,1.388427,-0.166786,-0.705502,0.174372,-0.099585,0.70947,0.645177,-0.273773,-1.273302,-1.471812,-0.565029,1.038876,1.351582,0.136542,0.393441,-0.157107,0.17256,-0.467084,-0.36225,0.023413,-0.272969,0.338772,0.096504,-0.467635,0.007586,0.017736,0.12042,-0.082523,0.062722,-0.298555,0.148638,-0.00684,0.263764,0.088227,0.002759,-0.32454,0.037814,-0.172937,0.119573,-0.145714,-0.077853,0.045314,-0.135411,-0.040236,-0.054456,0.068134,-0.018509,0.04702,-0.053843,0.016494,0.110718,-0.001818,-0.01712,-0.026625,-0.007331,-0.02959,0.002202,-0.013551,-0.055248,0.012883,-0.000166,0,-0,-0,Tuning
1520_robot-failures-lp5,3.937429,1.711677,-1.048446,-2.036472,-0.355384,-2.002348,0.081146,0.141865,0.153306,-2.224467,0.656651,0.842641,-0.37254,-1.540527,-0.529548,0.39274,0.320635,0.328372,-0.264617,0.148349,-0.767767,0.908162,1.225733,-0.96069,-1.380499,-1.001205,-0.019382,0.2675,1.11718,-0.154305,0.502578,-0.577297,-0.24088,-0.481212,-0.518042,0.050856,0.591512,-0.136569,-0.154961,-0.16614,0.28874,0.227795,-0.032914,0.465558,0.272782,-0.314232,0.017526,0.022817,0.237365,-0.187698,-0.116063,-0.216661,0.01669,-0.192585,-0.075362,0.263903,0.054593,0.069951,-0.103935,0.101245,-0.008059,-0.051534,-0.085154,-0.106026,0.038912,0.050996,0.014214,-0.014005,-0.045022,0.048588,-0.0411,-0.012062,-0.083635,-0.060516,0.064414,0.009007,0.002152,0,-0,-0,Tuning
1523_vertebra-column,0.716242,2.055691,0.253892,0.311889,1.194705,-1.774609,0.226267,-1.366399,-0.25707,0.249506,0.361697,-0.698943,-1.072094,0.195014,-1.508211,-1.315196,-0.031205,-1.11143,-1.05054,-1.259841,-0.019066,1.022943,0.170529,0.19004,0.661052,-0.079031,-0.543959,-0.056555,0.159136,0.022667,0.3807,0.290068,-0.012041,0.548748,-0.242162,0.113682,-0.030447,0.28738,0.116586,0.123714,-0.058788,0.090531,0.191687,0.607366,-0.142078,0.074868,-0.189795,0.201762,-0.041262,-0.14129,0.088616,-0.107617,0.124145,0.049746,0.030266,-0.029946,-0.146967,0.157897,-0.162831,0.078434,-0.011995,-0.053613,-0.078005,0.024006,-0.038741,0.006609,0.049661,-0.01697,-0.044421,0.00341,0.040389,0.059138,-0.011012,0.026619,0.023579,-0.009531,-0.00085,-0,-0,0,Tuning
1527_volcanoes-a1,-1.350433,-7.229544,-1.839854,3.273612,2.214745,0.221323,-2.785701,1.074291,5.48866,0.70752,-0.730175,0.274547,2.448732,1.079085,-0.903554,-1.270581,0.154926,0.117987,-2.52134,-1.175406,0.201198,-1.719965,-0.599224,-0.267445,-0.66982,-0.723184,-0.535802,-0.537289,0.164487,-0.63356,1.123308,0.427302,0.063831,-0.429531,-0.093267,-0.468053,0.118883,-0.162321,0.107324,-0.457702,0.742004,0.060081,0.063057,-0.437688,0.024344,0.13469,-0.169714,-0.049899,-0.103949,-0.146107,0.192364,0.051046,0.069669,-0.13697,-0.233707,0.06652,0.093709,0.149174,0.033799,-0.103944,0.104927,0.066543,0.039719,-0.052359,-0.040035,0.121502,-0.000228,0.028845,-0.011468,-0.072801,0.032303,0.018698,-0.014746,-0.025901,-0.004057,0.002797,-0.000326,0,0,0,Tuning
1528_volcanoes-a2,-2.684307,-2.480223,-1.768823,2.252377,1.048011,-1.463011,-1.79362,1.54303,2.134665,0.060784,-0.012005,-0.959737,1.581564,0.887709,-0.523085,-0.271714,0.13978,-0.473103,-0.893825,-0.91076,-0.275292,0.18478,-0.536713,0.343691,0.008202,-0.394944,0.461234,-0.005389,0.521277,-0.523864,-0.580381,-0.055152,0.234607,-0.329152,0.081259,-0.181492,0.391728,0.409634,0.336452,-0.044137,-0.327787,-0.002054,-0.513202,-0.023994,0.436441,0.268492,-0.092614,0.003329,-0.249797,-0.068465,0.085637,0.115599,-0.12269,0.016965,0.200357,-0.095599,-0.124807,-0.116722,-0.197115,0.003639,-0.069155,0.027681,0.126405,0.031924,0.094614,-0.029665,0.00269,-0.043079,0.005386,0.052667,-0.025357,-0.000155,0.014508,0.021831,0.029181,0.01246,0.000841,0,0,0,Tuning
1529_volcanoes-a3,-1.762896,-4.404395,-1.465093,2.152555,1.663309,-0.841801,-2.241889,1.151045,3.676946,1.183556,-0.501543,-1.619962,1.462538,1.325588,-0.754499,-0.632298,0.726517,-0.644661,-1.141361,-1.193841,0.1618,-0.055587,-0.441174,0.44483,-0.25957,-0.274474,-0.24354,-0.297984,0.187665,-0.177313,-0.33761,0.287537,-0.082234,-0.628554,-0.143959,-0.423255,0.36459,0.407559,0.04849,-0.183937,0.012283,-0.028468,-0.451733,-0.088683,0.239058,0.083649,0.002557,-0.096812,-0.131577,-0.180916,0.050234,0.0246,-0.167322,-0.035125,0.074025,0.172673,-0.184266,0.05393,0.217666,0.041258,-0.008075,-0.048318,-0.036527,-0.00553,0.161023,0.032076,0.015065,-0.015583,0.004629,0.001739,0.027794,-0.001097,-0.011869,-0.00973,0.004297,0.009206,0.001906,0,0,0,Defaults
1530_volcanoes-a4,-2.447658,-2.933309,-1.55731,2.274937,0.921645,-1.426382,-1.949557,1.462438,2.930119,0.429541,-0.270181,-0.94906,2.122203,1.008989,-0.646526,-0.752649,-0.175702,-0.161158,-1.60068,-0.739322,-0.089754,-0.497441,-0.70027,-0.106442,-0.273233,-0.647147,0.524663,-0.140205,0.258432,-0.324008,-0.096107,0.244492,0.137058,-0.497842,0.016182,-0.171294,0.22192,0.341482,0.196647,-0.198494,0.051526,0.181635,-0.483167,-0.071162,-0.017507,0.265793,-0.097849,-0.126554,-0.217117,-0.156644,0.166871,0.039947,-0.169863,-0.074698,0.176764,-0.049397,-0.07626,-0.011035,-0.114036,-0.009758,-0.057502,0.065673,0.060239,0.080094,0.080786,0.035362,-0.024042,-0.060918,0.019412,0.032104,-0.015199,0.007409,0.017599,0.01197,0.017828,0.009094,0.000432,0,0,0,Tuning
1531_volcanoes-b1,-7.545581,-2.661867,-6.063563,5.387748,-1.615459,0.06739,2.341524,0.029742,1.102862,0.598711,1.452545,-1.160473,-0.46655,-1.522634,0.442465,1.078407,-0.363523,-0.783149,0.368644,0.315476,-0.554817,1.251471,-0.367627,-0.472381,0.259023,0.091586,0.298117,-0.161712,0.44349,-0.22178,-0.29055,-0.106014,0.425766,-0.157697,0.320865,0.131039,-0.292309,-0.183868,0.14821,-0.033205,0.044035,-0.229526,-0.287926,0.06531,-0.239088,-0.024185,0.055245,0.033326,0.037176,-0.016557,-0.054049,0.015318,-0.002435,-0.082094,-0.071097,0.104336,-0.041632,0.045828,0.085242,0.02005,0.03181,-0.003602,-0.034631,-0.015102,-0.016727,-0.031445,0.036952,0.008126,-0.00852,-0.007303,-0.00621,0.004194,-0.002629,-0.000705,-0.009336,0.002884,0.001291,0,0,0,Defaults
1533_volcanoes-b3,-7.546984,-2.66974,-6.44507,5.441189,-1.52982,0.045587,2.307967,0.095836,1.180072,0.371663,1.430839,-1.27595,-0.87704,-1.623462,0.314573,0.701119,-0.472576,-1.020947,0.270066,0.09239,-0.645024,1.336944,-0.387683,-0.596832,0.089751,-0.032686,0.169525,-0.231564,0.69202,-0.416161,-0.374182,-0.105247,0.539078,-0.238356,0.404027,0.102154,-0.123352,-0.103595,-0.378769,0.016444,-0.238178,-0.384664,-0.217044,0.244919,0.033932,-0.209213,-0.111699,-0.031608,0.186811,-0.038234,-0.040185,0.111099,-0.075734,0.11599,-0.040142,0.094375,-0.010215,0.027907,0.099198,0.022635,0.004099,0.022638,-0.022098,-0.059508,-0.041348,-0.069765,0.020296,0.057424,0.00247,-0.006729,-0.014924,0.013401,-0.00729,-0.017984,-0.020242,0.001083,-0.000343,0,0,0,Defaults
1535_volcanoes-b5,-7.23939,-3.169041,-5.718974,4.986518,-1.615589,0.340374,2.394116,0.09113,0.983386,1.042059,1.382095,-1.517498,-0.374555,-1.588801,0.341529,1.069556,-0.540649,-0.334116,0.048623,0.248392,-0.044978,1.095288,-0.480656,-0.410354,0.187687,0.288853,0.332576,-0.54812,0.268816,0.060633,-0.383581,-0.028079,0.181131,-0.190766,0.25081,0.373609,-0.313455,-0.323367,0.536816,-0.088134,0.163538,-0.131681,-0.184441,0.043544,-0.230872,-0.01279,0.140809,0.078409,-0.079411,0.12755,0.019561,-0.002989,0.103022,-0.19361,0.032375,-0.017639,0.010002,0.015397,-0.11903,-0.033252,-0.028251,0.009012,0.068189,0.065886,-0.048328,0.016244,0.009503,-0.003265,-0.049148,-0.002267,-0.029517,-0.014371,0.014907,0.022062,0.004165,-0.004415,0.000678,0,0,0,Defaults
1536_volcanoes-b6,-7.55809,-2.657108,-6.045026,5.387892,-1.571045,0.046143,2.311973,0.042629,1.147162,0.62818,1.44305,-1.132459,-0.385004,-1.460885,0.469115,1.090542,-0.313626,-0.851053,0.426198,0.395596,-0.656216,1.245636,-0.349147,-0.516512,0.268807,0.0506,0.321126,-0.051712,0.441719,-0.210419,-0.274847,-0.133593,0.426117,-0.111749,0.29737,0.133731,-0.306,-0.175339,0.164789,-0.010001,0.061961,-0.207539,-0.297179,0.048485,-0.270325,0.011352,0.058171,0.02722,0.013297,-0.019757,-0.058236,-0.005174,-0.005307,-0.095768,-0.072391,0.105918,-0.042794,0.038969,0.075847,0.016316,0.029784,-0.005769,-0.03133,-0.014412,-0.016928,-0.026284,0.037155,-0.0003,-0.009576,-0.006002,-0.006069,0.008382,-0.002186,0.003499,-0.007036,0.002792,0.001506,0,0,0,Defaults
1539_volcanoes-d2,-9.034626,0.280827,-5.865853,6.135432,-4.468104,-1.218981,3.304466,1.191303,0.134902,0.138818,1.022956,1.174564,-0.891037,2.633894,-1.061218,-0.256989,0.811121,3.568328,0.577379,0.058006,-0.199914,0.485454,0.999924,-0.708726,0.190762,0.052883,-0.14655,-0.082292,-0.369234,0.450173,-0.412211,0.26406,0.383469,0.048991,-0.359216,-0.007116,-0.132341,0.034654,0.018949,0.059524,0.118934,0.110866,0.182402,-0.211099,-0.066367,-0.092669,-0.189911,-0.120125,-0.032195,-0.000811,0.116596,-0.083495,0.041203,0.10226,0.007118,-0.070876,0.010194,-0.053261,-0.101403,-0.003499,0.035314,-0.018932,0.088153,0.022183,-0.012934,0.019051,-0.011806,0.004274,0.003696,0.008164,0.002964,-0.019131,0.000168,-0.008817,0.002159,-0.011826,-0.000117,0,-0,-0,Tuning
1540_volcanoes-d3,-9.036463,0.253895,-5.92225,6.219466,-4.488236,-1.174304,3.364435,1.170938,0.13205,0.138638,1.0547,1.161304,-0.963133,2.59594,-1.061292,-0.258304,0.7787,3.622186,0.573503,0.036767,-0.193899,0.469813,0.936686,-0.69448,0.175274,0.106764,-0.104212,-0.120797,-0.392656,0.446395,-0.439011,0.301125,0.376543,0.037055,-0.357183,-0.019675,-0.125398,0.023423,0.031079,0.030214,0.10248,0.093884,0.165117,-0.220991,-0.065594,-0.128055,-0.202431,-0.108071,-0.027906,0.018376,0.13924,-0.052722,0.070307,0.113934,0.000643,-0.078665,0.010197,-0.053208,-0.077221,0.006195,0.027097,-0.003431,0.083171,0.024867,-0.011226,0.011905,-0.009911,0.023096,0.004384,-0.001811,0.004651,-0.025157,-0.000502,-0.008275,-0.00266,-0.01093,-0.000622,0,-0,0,Tuning
1547_autoUniv-au1-1000,-0.570165,-3.801982,2.78727,-1.846846,-0.655696,-0.022813,2.186772,2.867921,-2.363993,1.875701,2.104803,1.362314,0.687,1.030569,0.184083,-2.669539,-0.499803,-1.999906,0.461165,1.42994,1.11004,0.615649,0.533076,-0.809071,0.030187,-0.868394,-0.399907,-0.507308,1.215765,-0.38479,-0.951081,1.905607,-0.967208,0.290193,0.4353,0.15406,-0.724884,0.261965,0.416723,-0.432694,-0.140647,0.812139,-0.092469,0.085757,-0.138237,-0.233288,-0.100806,-0.130345,0.283164,-0.19727,-0.384419,0.010951,-0.063418,-0.2228,0.047444,0.254985,0.047617,0.100987,-0.009679,-0.128327,-0.01103,0.071482,-0.115825,0.009658,0.034114,0.070728,-0.080673,-0.015408,-0.037502,0.021209,-0.02154,0.020954,-0.035016,0.017308,-0.010654,-0.012797,-0.000808,0,0,0,Tuning
1549_autoUniv-au6-750,5.980077,-0.161708,-0.156994,0.377646,-3.864195,-2.090093,1.62422,0.446735,-0.915485,-2.019803,1.168193,-1.755914,1.30666,0.44665,0.616183,-0.859067,-0.049496,-1.052561,1.037909,-0.79185,-0.586521,-0.119553,-0.86666,0.029357,-0.114089,1.253857,-0.619671,0.595558,-1.476856,0.175083,0.712382,0.741099,-0.759004,-0.368005,0.111513,0.219553,-0.270193,0.130083,0.190424,-0.083913,0.151502,-0.026958,-0.021124,-0.075257,0.018484,-0.325866,-0.057061,-0.1849,-0.332562,0.035408,-0.024637,0.033709,-0.049648,0.057218,0.171318,0.008293,-0.088725,-0.0365,-0.210148,-0.120636,-0.001007,0.07179,-0.014789,0.056399,0.045079,-0.085577,-0.008067,0.017558,0.06711,-0.048414,-0.037589,-0.037735,-0.014123,0.012516,-0.009339,-0.00009,-0.000574,-0,-0,-0,Defaults
1551_autoUniv-au6-400,7.281364,-3.179525,0.376124,-0.557816,-1.885816,-0.964991,0.08913,1.080821,-1.386557,-3.578989,1.280525,-0.301688,0.277282,-1.128046,0.283844,-0.31392,0.305511,0.625557,2.092807,-0.606746,-1.293327,-0.053307,0.241751,-1.056335,-0.470262,0.931417,0.040515,0.220623,-1.395645,-0.864144,1.053445,0.961006,-0.26935,-0.374607,-0.168433,0.335847,0.119703,-0.071671,-0.246938,0.329256,0.367786,-0.180131,-0.312492,-0.143247,-0.021832,-0.180668,0.104318,-0.094776,-0.259143,-0.004366,0.1409,-0.109726,0.01102,-0.094123,-0.001206,0.052832,-0.220884,0.017515,-0.067971,-0.108886,0.155077,-0.266239,0.124208,-0.079414,0.047114,0.036245,0.092823,0.010237,0.023735,-0.068183,-0.062882,-0.014177,0.060302,0.002378,-0.002229,-0.004523,0.001927,-0,0,-0,Defaults
1552_autoUniv-au7-1100,4.964871,-1.416252,1.357965,0.954195,-3.6965,-1.024787,1.327391,0.16899,-0.800589,-1.122064,0.160631,-1.067113,1.482998,0.540629,1.364465,0.981764,-0.284724,0.102812,0.639909,-0.278002,0.382569,-0.307562,-0.331051,-0.531779,-0.344303,0.439787,0.222328,0.095606,0.396952,-0.164605,-0.049353,0.157986,-0.159853,0.334043,0.016554,0.049468,0.428239,0.29794,0.282952,0.366357,0.226162,0.100501,0.004013,0.244575,0.185208,0.193147,-0.255198,0.20167,-0.030269,0.042664,-0.19125,-0.125502,-0.007471,0.077727,-0.005195,-0.062787,-0.069175,0.068626,0.125717,-0.004246,-0.033897,-0.097861,0.048294,0.124101,-0.177235,0.100518,-0.028329,0.002883,0.029603,-0.010957,-0.077551,0.057694,0.007319,0.028752,0.009547,-0.0151,-0.000055,-0,-0,-0,Defaults
1553_autoUniv-au7-700,3.729644,-1.423218,2.850712,0.318441,-2.540148,-0.572894,1.604964,-0.497233,-0.743332,0.536476,0.476645,-0.82478,-0.071854,0.680924,1.25435,0.010288,-0.225283,-0.509378,0.661686,-0.560076,0.066258,-0.072824,0.095408,-0.839142,-0.675465,0.578945,0.166237,0.167968,0.419191,-0.160347,-0.376408,0.383819,-0.119195,0.095594,0.08592,-0.036849,0.643878,0.323631,-0.338852,0.325415,0.463055,0.163512,-0.294759,0.461645,0.111177,0.241614,-0.51688,0.157196,-0.095441,-0.172855,0.040548,0.149555,-0.213802,0.042612,-0.052115,0.023164,0.140079,-0.070895,0.008356,-0.019935,0.014202,-0.026835,0.041136,0.061194,0.001482,-0.120211,-0.029012,-0.088446,-0.009115,-0.03234,-0.021842,-0.001259,-0.052749,0.012753,-0.003611,-0.013334,0.001752,-0,0,-0,Defaults
1554_autoUniv-au7-500,4.686947,-2.843349,1.663708,0.394334,-2.875764,-0.721619,0.625197,0.585561,-0.438612,-0.687084,0.018385,-1.461192,0.826098,0.511062,0.910727,1.070079,0.47735,0.153619,1.045546,-0.316362,0.478577,0.258021,-0.104202,-0.603026,-0.394657,0.183963,-0.280798,-0.044747,0.0127,-0.139824,-0.035496,0.383248,-0.039679,-0.079211,0.078829,-0.239775,0.396485,0.484645,0.28171,0.369473,0.091928,0.212932,0.078168,-0.137161,-0.133987,0.063724,0.141179,0.02342,0.17474,0.061015,-0.005839,-0.183528,0.045348,0.033385,0.08946,0.145425,0.025997,0.099238,-0.019053,-0.093028,-0.125823,0.038064,0.005359,0.051309,0.004568,0.024361,0.012592,-0.030001,0.021828,0.023026,0.001902,-0.006167,0.053534,-0.017772,0.027434,-0.009456,-0.003134,-0,0,-0,Tuning
